t_ms,theta_deg,theta_dot,x_cm,x_dot_cm,u,yref
38211,67.19999694824219,-73.93199920654297,-18.4637393951416,-42.422637939453125,3.0356075763702393,0.8095235824584961
38221,66.0,-96.9657974243164,-18.759546279907227,-36.001617431640625,3.7306618690490723,0.8534793853759766
38231,64.5,-123.483154296875,-18.98655891418457,-29.351469039916992,5.442779541015625,0.8168497085571289
38241,62.70000457763672,-151.74127197265625,-19.158536911010742,-23.274673461914062,7.171883583068848,0.8168497085571289
38251,60.749996185302734,-173.37091064453125,-19.268604278564453,-17.14070701599121,8.707430839538574,0.8168497085571289
38261,58.500003814697266,-199.18515014648438,-19.31675910949707,-10.978083610534668,10.299874305725098,0.8168497085571289
38271,56.099998474121094,-219.5926971435547,-19.309879302978516,-5.145048141479492,11.826376914978027,0.8168497085571289
38281,53.400001525878906,-244.79638671875,-19.254846572875977,0.17912425100803375,12.0,0.8168497085571289
38291,50.400001525878906,-272.3982238769531,-19.15165901184082,5.2489399909973145,12.0,0.8095235824584961
38300,47.55000305175781,-278.69903564453125,-19.020954132080078,9.159747123718262,12.0,0.8168497085571289
38311,43.79999923706055,-326.84967041015625,-18.807701110839844,15.242547988891602,12.0,0.8168497085571289
38321,40.20000076293945,-343.42474365234375,-18.573806762695312,19.315927505493164,12.0,0.8168497085571289
38331,36.45000076293945,-359.2123107910156,-18.305519104003906,23.07236099243164,12.0,0.8095235824584961
38341,32.39999771118164,-382.1062316894531,-18.00283432006836,26.67039680480957,12.0,0.8168497085571289
38351,28.19999885559082,-401.0531005859375,-17.67951202392578,29.501319885253906,12.0,0.8168497085571289
38361,23.850000381469727,-418.026611328125,-17.321794509887695,32.63652420043945,12.0,0.8168497085571289
38371,19.5,-426.51324462890625,-16.9503173828125,34.892112731933594,12.0,0.8168497085571289
38381,14.84999942779541,-445.7567138671875,-16.558204650878906,37.05173873901367,12.0,0.8168497085571289
38391,10.19999885559082,-455.3783264160156,-16.14545440673828,39.16337966918945,12.0,0.8168497085571289
38400,6.0,-437.6891174316406,-15.767099380493164,38.49945831298828,12.0,0.8168497085571289
38411,0.9000000357627869,-473.8445129394531,-15.306192398071289,42.2950439453125,12.0,0.8168497085571289
38421,356.1000061035156,-476.9223327636719,-14.865924835205078,43.16093444824219,12.0,0.8168497085571289
38431,351.29998779296875,-478.4617614746094,-14.411897659301758,44.28178787231445,12.0,0.8095235824584961
38441,346.6499938964844,-471.7304992675781,-13.957871437072754,44.842220306396484,12.0,0.8168497085571289
38451,342.0,-468.3648681640625,-13.490086555480957,45.81034469604492,12.0,0.8168497085571289
38461,337.3500061035156,-466.68206787109375,-13.029182434082031,45.95041275024414,12.0,0.8168497085571289
38471,332.85003662109375,-458.34112548828125,-12.55451774597168,46.70843505859375,12.0,0.8168497085571289
38481,328.3500061035156,-454.1706237792969,-12.0867338180542,46.74341583251953,12.0,0.8168497085571289
38491,324.0,-444.5858459472656,-11.605189323425293,47.448890686035156,12.0,0.8168497085571289
38500,320.25,-409.79254150390625,-11.178680419921875,45.049903869628906,12.0,-0.8241767883300781
38511,315.6000061035156,-437.3959045410156,-10.648983001708984,49.009830474853516,12.0,0.8168497085571289
38521,311.5500183105469,-421.1980285644531,-10.17431926727295,48.23810577392578,12.0,0.8168497085571289
38531,307.79998779296875,-398.1000061035156,-9.685895919799805,48.540191650390625,12.0,0.8168497085571289
38541,304.1999816894531,-379.0500793457031,-9.204353332519531,48.34724426269531,12.0,0.8168497085571289
38551,300.75,-362.02423095703125,-8.715930938720703,48.5947265625,12.0,0.8095235824584961
38561,297.45001220703125,-346.01171875,-8.234387397766113,48.37454605102539,12.0,0.8168497085571289
38571,294.45001220703125,-323.0063781738281,-7.745965480804443,48.608375549316406,12.0,0.8168497085571289
38580,291.75,-296.50323486328125,-7.305697441101074,46.317596435546875,12.0,0.8021974563598633
38591,288.7499694824219,-298.25213623046875,-6.769120693206787,49.987632751464844,12.0,0.8168497085571289
38600,286.5,-261.6260986328125,-6.328853130340576,47.0071907043457,12.0,0.8021974563598633
38611,284.1000061035156,-250.8126220703125,-5.785397052764893,50.67640686035156,12.0,0.8168497085571289
38621,281.9999694824219,-230.4068145751953,-5.2969746589660645,49.75932693481445,12.0,0.8168497085571289
38631,280.04998779296875,-212.70298767089844,-4.808552265167236,49.300785064697266,12.0,0.8168497085571289
38641,278.4000244140625,-188.85061645507812,-4.320130348205566,49.071495056152344,12.0,0.8095235824584961
38651,277.0500183105469,-161.9253387451172,-3.831707715988159,48.956871032714844,12.0,0.8021974563598633
38661,275.8500061035156,-140.96315002441406,-3.3364062309265137,49.24351501464844,12.0,0.8168497085571289
38671,274.8000183105469,-122.98113250732422,-2.841104507446289,49.38683319091797,12.0,0.8168497085571289
38681,274.0500183105469,-98.99104309082031,-2.3458030223846436,49.45849609375,12.0,0.8095235824584961
38691,273.45001220703125,-79.49507904052734,-1.8505016565322876,49.494319915771484,12.0,0.8241758346557617
38700,273.1499938964844,-54.74799728393555,-1.410233497619629,46.76056671142578,12.0,0.8168497085571289
38711,272.8500061035156,-42.37445831298828,-0.8598985075950623,50.89703369140625,12.0,0.8168497085571289
38721,273.0000305175781,-13.68631649017334,-0.3714761435985565,49.869632720947266,12.0,0.8168497085571289
38731,273.1499938964844,0.6563896536827087,0.12382537871599197,49.69989013671875,12.0,0.8168497085571289
38741,273.75,30.32775115966797,0.6191269159317017,49.615020751953125,2.499624729156494,0.8241758346557617
38751,274.3500061035156,45.164794921875,1.0800325870513916,47.85279083251953,2.3770267963409424,0.8168497085571289
38761,275.3999938964844,75.08196258544922,1.485904574394226,44.220001220703125,1.8275941610336304,0.8168497085571289
38771,276.45001220703125,90.0405502319336,1.8505016565322876,40.33985137939453,0.8244262933731079,0.8168497085571289
38780,277.79998779296875,112.52030181884766,2.1325480937957764,34.272254943847656,-0.2858726978302002,0.6483516693115234
38790,279.3000183105469,131.26109313964844,2.3939573764801025,30.206588745117188,-1.9218252897262573,0.8315019607543945
38800,281.1000061035156,155.6292266845703,2.614091396331787,26.1099910736084,-3.0551462173461914,0.8168497085571289
38811,283.3499755859375,190.3146514892578,2.792950391769409,21.99794578552246,-4.139050483703613,0.8168497085571289
38821,285.5999755859375,207.65737915039062,2.903017282485962,16.502315521240234,-5.085644721984863,0.8021974563598633
38831,288.1499938964844,231.3291778564453,2.9649300575256348,11.346799850463867,-6.594211101531982,0.8168497085571289
38841,291.0,258.1642150878906,2.9786882400512695,6.361311912536621,-7.908759117126465,0.8168497085571289
38851,294.0,279.0826110839844,2.9442925453186035,1.4608662128448486,-9.103022575378418,0.8168497085571289
38861,297.29998779296875,304.5409240722656,2.8617420196533203,-3.3970861434936523,-10.364398002624512,0.8168497085571289
38871,300.75,324.77099609375,2.74479603767395,-7.545851707458496,-11.499701499938965,0.8168497085571289
38880,304.04998779296875,327.3851318359375,2.6003332138061523,-10.996068954467773,-12.0,0.8168497085571289
38890,307.95001220703125,358.6930847167969,2.387078046798706,-16.160783767700195,-12.0,0.8168497085571289
38900,312.1499938964844,389.34619140625,2.1463065147399902,-20.11896514892578,-12.0,0.8168497085571289
38911,316.95001220703125,434.67364501953125,1.8298639059066772,-25.88161849975586,-12.0,0.8168497085571289
38921,321.45001220703125,442.3369445800781,1.5065420866012573,-29.106897354125977,-12.0,0.8168497085571289
38931,326.25,461.16766357421875,1.1625827550888062,-31.751419067382812,-12.0,0.8168497085571289
38941,331.20001220703125,478.0839538574219,0.791106641292572,-34.44951248168945,-12.0,0.8168497085571289
38951,336.1499938964844,486.54205322265625,0.405872106552124,-36.486480712890625,-12.0,0.8095235824584961
38961,341.4000244140625,505.7715759277344,-0.006879188120365143,-38.88080596923828,-12.0,0.8168497085571289
38971,346.6499938964844,515.3849487304688,-0.42650964856147766,-40.42192840576172,-12.0,0.8168497085571289
38981,351.9000244140625,520.1930541992188,-0.8598985075950623,-41.880409240722656,-12.0,0.8241758346557617
38990,356.6999816894531,500.09576416015625,-1.2588913440704346,-40.88984680175781,-12.0,0.8168497085571289
39000,2.0999999046325684,520.048828125,-1.712917685508728,-43.146240234375,-12.0,0.8168497085571289
